Gender,Age_Group,Marital_Status,Income_Level,Time_of_Day,Day,Location,Cuisine_Type
Male,55-64,Widowed,Middle,Snack,Thursday,Governorpet,South Indian
Female,18-24,Single,Low,Lunch,Monday,Poranki,Biryani
Female,55-64,Widowed,High,Late Night,Tuesday,One Town,Street Food
Female,18-24,Married,Upper-Middle,Dinner,Saturday,Benz Circle,Fast Food
Other,18-24,Married,Middle,Lunch,Thursday,MG Road,Chinese
Female,35-44,Single,Low,Breakfast,Wednesday,Bhavanipuram,Biryani
Other,25-34,Single,Middle,Snack,Thursday,One Town,Street Food
Male,35-44,Single,High,Breakfast,Monday,Governorpet,South Indian
Other,18-24,Divorced,Upper-Middle,Lunch,Tuesday,Ramachandra Nagar,North Indian
Other,55-64,Single,High,Lunch,Sunday,MG Road,Bakery
Female,35-44,Single,Upper-Middle,Breakfast,Thursday,MG Road,South Indian
Male,55-64,Divorced,High,Dinner,Monday,Governorpet,Biryani
Other,35-44,Divorced,High,Breakfast,Wednesday,Governorpet,South Indian
Male,25-34,Divorced,High,Breakfast,Thursday,MG Road,Chinese
Female,35-44,Widowed,High,Snack,Thursday,Gunadala,South Indian
Female,18-24,Divorced,Middle,Late Night,Tuesday,One Town,Fast Food
Other,55-64,Single,Middle,Late Night,Friday,Auto Nagar,Biryani
Male,25-34,Widowed,Low,Late Night,Monday,Gunadala,Fast Food
Other,45-54,Married,Middle,Breakfast,Saturday,MG Road,Chinese
Other,35-44,Widowed,Middle,Dinner,Thursday,MG Road,Biryani
Male,55-64,Divorced,Upper-Middle,Lunch,Friday,One Town,Biryani
Male,35-44,Widowed,Low,Breakfast,Saturday,Governorpet,South Indian
Male,18-24,Divorced,Upper-Middle,Dinner,Sunday,Bhavanipuram,Biryani
Female,25-34,Single,High,Breakfast,Sunday,MG Road,Chinese
Other,55-64,Married,High,Dinner,Wednesday,Benz Circle,Fast Food
Male,25-34,Single,Low,Late Night,Sunday,MG Road,Chinese
Female,35-44,Married,Middle,Breakfast,Friday,Poranki,Bakery
Other,35-44,Divorced,High,Dinner,Thursday,Patamata,Continental
Female,25-34,Widowed,Middle,Snack,Monday,Auto Nagar,Biryani
Other,18-24,Widowed,Middle,Lunch,Friday,Gunadala,South Indian
Other,18-24,Single,Middle,Late Night,Wednesday,Patamata,Fast Food
Male,35-44,Divorced,Upper-Middle,Dinner,Saturday,Poranki,Bakery
Other,35-44,Single,High,Snack,Saturday,Auto Nagar,Biryani
Other,45-54,Divorced,Low,Dinner,Friday,Ramachandra Nagar,North Indian
Female,25-34,Widowed,High,Snack,Saturday,Governorpet,Continental
Other,25-34,Married,High,Breakfast,Monday,Governorpet,South Indian
Male,55-64,Divorced,Low,Snack,Wednesday,MG Road,Chinese
Other,25-34,Married,Middle,Lunch,Friday,One Town,Biryani
Other,18-24,Divorced,Upper-Middle,Breakfast,Tuesday,Governorpet,South Indian
Male,45-54,Single,Upper-Middle,Breakfast,Thursday,One Town,South Indian
Female,25-34,Divorced,High,Breakfast,Friday,Governorpet,South Indian
Female,18-24,Married,Middle,Dinner,Sunday,One Town,Street Food
Male,55-64,Widowed,Upper-Middle,Breakfast,Saturday,One Town,South Indian
Male,45-54,Divorced,Middle,Breakfast,Tuesday,Auto Nagar,Biryani
Female,35-44,Married,Middle,Lunch,Thursday,One Town,Street Food
Female,35-44,Single,Upper-Middle,Breakfast,Friday,Patamata,Continental
Male,18-24,Married,Middle,Breakfast,Sunday,One Town,Biryani
Female,18-24,Widowed,Middle,Dinner,Friday,One Town,Street Food
Other,18-24,Divorced,Upper-Middle,Breakfast,Sunday,Benz Circle,South Indian
Other,45-54,Single,Middle,Dinner,Wednesday,Bhavanipuram,Biryani
Male,45-54,Single,Middle,Lunch,Tuesday,Ramachandra Nagar,North Indian
Male,25-34,Widowed,High,Late Night,Thursday,Benz Circle,Fast Food
Female,18-24,Widowed,Middle,Lunch,Sunday,MG Road,Chinese
Male,45-54,Married,Upper-Middle,Breakfast,Friday,Ramachandra Nagar,North Indian
Female,55-64,Single,High,Dinner,Friday,Governorpet,South Indian
Other,45-54,Divorced,Upper-Middle,Lunch,Sunday,Poranki,Bakery
Other,25-34,Single,Upper-Middle,Lunch,Wednesday,Auto Nagar,Biryani
Female,18-24,Single,Low,Late Night,Thursday,Gunadala,Fast Food
Other,55-64,Married,Low,Snack,Friday,Governorpet,South Indian
Other,55-64,Widowed,High,Snack,Wednesday,Benz Circle,Street Food
Other,25-34,Widowed,Low,Snack,Tuesday,Benz Circle,Fast Food
Other,45-54,Married,Low,Lunch,Monday,Bhavanipuram,Biryani
Female,18-24,Single,High,Dinner,Sunday,Patamata,Biryani
Male,18-24,Single,High,Dinner,Tuesday,Benz Circle,Fast Food
Female,18-24,Single,High,Breakfast,Thursday,Gunadala,South Indian
Other,18-24,Single,Low,Breakfast,Tuesday,Bhavanipuram,Biryani
Female,18-24,Single,Upper-Middle,Breakfast,Sunday,Patamata,Continental
Male,18-24,Single,Upper-Middle,Lunch,Tuesday,One Town,Street Food
Female,18-24,Single,Low,Lunch,Tuesday,MG Road,Chinese
Female,55-64,Married,High,Lunch,Thursday,One Town,Street Food
Female,55-64,Married,Upper-Middle,Late Night,Thursday,Ramachandra Nagar,North Indian
Female,18-24,Married,Middle,Snack,Sunday,Poranki,Bakery
Female,35-44,Widowed,Upper-Middle,Breakfast,Wednesday,MG Road,Chinese
Other,18-24,Widowed,High,Breakfast,Monday,Ramachandra Nagar,North Indian
Female,55-64,Single,Middle,Breakfast,Wednesday,Poranki,South Indian
Other,35-44,Married,Upper-Middle,Dinner,Sunday,Poranki,Biryani
Other,45-54,Married,Upper-Middle,Breakfast,Sunday,One Town,South Indian
Female,35-44,Single,Low,Snack,Wednesday,Patamata,Continental
Other,45-54,Divorced,Upper-Middle,Snack,Friday,Ramachandra Nagar,North Indian
Female,25-34,Married,Middle,Snack,Sunday,Governorpet,South Indian
Female,45-54,Married,Upper-Middle,Lunch,Saturday,Gunadala,South Indian
Male,25-34,Divorced,Upper-Middle,Snack,Thursday,Patamata,Continental
Male,18-24,Widowed,Upper-Middle,Late Night,Saturday,Poranki,Biryani
Other,35-44,Married,Middle,Dinner,Wednesday,Auto Nagar,Biryani
Other,25-34,Widowed,Middle,Dinner,Friday,Benz Circle,Fast Food
Male,18-24,Widowed,Upper-Middle,Lunch,Saturday,Auto Nagar,Biryani
Female,35-44,Divorced,Middle,Snack,Monday,Gunadala,South Indian
Other,35-44,Single,Middle,Breakfast,Tuesday,Benz Circle,Fast Food
Other,55-64,Married,Middle,Snack,Saturday,Patamata,Continental
Male,35-44,Single,Middle,Late Night,Friday,Gunadala,Fast Food
Male,45-54,Single,Low,Breakfast,Tuesday,Poranki,Biryani
Other,55-64,Married,Upper-Middle,Snack,Thursday,Ramachandra Nagar,North Indian
Male,25-34,Married,Upper-Middle,Breakfast,Sunday,Auto Nagar,South Indian
Male,25-34,Divorced,Middle,Snack,Wednesday,Poranki,Bakery
Female,45-54,Single,Low,Lunch,Thursday,Ramachandra Nagar,North Indian
Other,18-24,Single,Low,Late Night,Sunday,Bhavanipuram,Fast Food
Male,25-34,Married,Upper-Middle,Lunch,Monday,Gunadala,South Indian
Male,35-44,Widowed,High,Late Night,Wednesday,Poranki,Bakery
Other,25-34,Single,Middle,Breakfast,Monday,Benz Circle,Fast Food
Male,25-34,Married,High,Late Night,Monday,Bhavanipuram,Fast Food
Female,45-54,Married,Upper-Middle,Late Night,Monday,Patamata,Fast Food
Male,25-34,Married,Upper-Middle,Late Night,Friday,Bhavanipuram,Biryani
Female,25-34,Divorced,Upper-Middle,Snack,Saturday,Ramachandra Nagar,North Indian
Male,45-54,Divorced,Middle,Dinner,Tuesday,One Town,Biryani
Female,55-64,Single,High,Late Night,Tuesday,Bhavanipuram,Fast Food
Female,35-44,Widowed,Low,Late Night,Friday,Bhavanipuram,Biryani
Female,45-54,Divorced,Middle,Snack,Sunday,Bhavanipuram,Street Food
Other,45-54,Single,Low,Snack,Sunday,Benz Circle,Fast Food
Other,25-34,Widowed,High,Breakfast,Sunday,Bhavanipuram,South Indian
Male,55-64,Married,High,Snack,Friday,Poranki,Bakery
Female,35-44,Married,Middle,Snack,Friday,Gunadala,Street Food
Female,25-34,Divorced,High,Late Night,Tuesday,Bhavanipuram,Biryani
Other,45-54,Divorced,High,Late Night,Saturday,Governorpet,South Indian
Other,35-44,Widowed,High,Late Night,Friday,Gunadala,South Indian
Female,35-44,Single,Middle,Snack,Wednesday,MG Road,Street Food
Male,35-44,Married,High,Lunch,Wednesday,Auto Nagar,Continental
Male,18-24,Divorced,Upper-Middle,Snack,Wednesday,Auto Nagar,Biryani
Other,25-34,Single,Upper-Middle,Snack,Wednesday,One Town,Street Food
Female,45-54,Single,High,Late Night,Wednesday,Benz Circle,Fast Food
Male,18-24,Divorced,Middle,Lunch,Tuesday,Gunadala,Biryani
Male,35-44,Divorced,High,Late Night,Monday,Auto Nagar,Fast Food
Other,18-24,Widowed,Upper-Middle,Snack,Tuesday,Poranki,Bakery
Other,55-64,Divorced,High,Late Night,Friday,Ramachandra Nagar,Fast Food
Other,35-44,Single,Middle,Lunch,Monday,Poranki,Chinese
Male,18-24,Married,High,Lunch,Friday,Patamata,North Indian
Other,55-64,Single,Low,Dinner,Sunday,Auto Nagar,Biryani
Male,18-24,Widowed,Low,Breakfast,Wednesday,Auto Nagar,Biryani
Female,35-44,Divorced,Upper-Middle,Lunch,Sunday,Auto Nagar,Street Food
Other,55-64,Single,Upper-Middle,Late Night,Friday,Poranki,Bakery
Male,45-54,Widowed,Middle,Breakfast,Monday,Auto Nagar,Bakery
Other,55-64,Married,High,Snack,Friday,Poranki,Street Food
Female,25-34,Widowed,Middle,Late Night,Friday,Auto Nagar,Biryani
Other,45-54,Single,Middle,Lunch,Friday,Benz Circle,Biryani
Other,25-34,Single,High,Dinner,Monday,Ramachandra Nagar,Biryani
Other,45-54,Married,High,Snack,Sunday,Ramachandra Nagar,North Indian
Female,18-24,Widowed,Low,Breakfast,Tuesday,Governorpet,South Indian
Male,25-34,Divorced,Middle,Breakfast,Friday,Poranki,South Indian
Other,45-54,Widowed,Middle,Snack,Monday,Benz Circle,Fast Food
Female,18-24,Widowed,High,Lunch,Tuesday,Benz Circle,Chinese
Other,45-54,Widowed,High,Lunch,Sunday,MG Road,Chinese
Male,25-34,Married,Low,Late Night,Thursday,Patamata,Chinese
Male,55-64,Divorced,Low,Late Night,Tuesday,MG Road,Chinese
Female,18-24,Widowed,Upper-Middle,Snack,Tuesday,Bhavanipuram,Street Food
Other,45-54,Single,Low,Late Night,Sunday,Poranki,Bakery
Other,55-64,Widowed,Middle,Dinner,Monday,Patamata,Biryani
Other,55-64,Single,High,Dinner,Sunday,Poranki,Bakery
Female,18-24,Single,Low,Breakfast,Sunday,Ramachandra Nagar,North Indian
Other,18-24,Single,Middle,Dinner,Tuesday,MG Road,Biryani
Other,55-64,Married,Middle,Lunch,Friday,Bhavanipuram,Biryani
Female,18-24,Single,High,Lunch,Sunday,Benz Circle,North Indian
Other,25-34,Single,Upper-Middle,Breakfast,Friday,Governorpet,South Indian
Male,18-24,Divorced,Low,Dinner,Thursday,Auto Nagar,Continental
Female,35-44,Single,Middle,Lunch,Thursday,Auto Nagar,Biryani
Other,18-24,Widowed,Upper-Middle,Snack,Thursday,Poranki,Continental
Male,25-34,Married,Upper-Middle,Breakfast,Friday,Poranki,Bakery
Other,25-34,Married,Upper-Middle,Lunch,Friday,Ramachandra Nagar,North Indian
Female,45-54,Married,Upper-Middle,Dinner,Tuesday,Gunadala,South Indian
Male,18-24,Married,Middle,Lunch,Saturday,Poranki,Bakery
Female,55-64,Married,Upper-Middle,Snack,Friday,Patamata,Continental
Female,25-34,Divorced,Middle,Dinner,Saturday,Auto Nagar,South Indian
Male,18-24,Single,Low,Late Night,Friday,Benz Circle,Bakery
Other,45-54,Married,Middle,Breakfast,Monday,Patamata,Continental
Other,35-44,Widowed,High,Late Night,Wednesday,Auto Nagar,Fast Food
Other,35-44,Widowed,Upper-Middle,Snack,Wednesday,Ramachandra Nagar,Street Food
Other,25-34,Single,High,Dinner,Tuesday,Ramachandra Nagar,Biryani
Other,35-44,Married,High,Late Night,Saturday,Gunadala,Fast Food
Other,18-24,Divorced,High,Dinner,Monday,Auto Nagar,Biryani
Other,18-24,Divorced,Middle,Snack,Saturday,Ramachandra Nagar,North Indian
Other,25-34,Single,Low,Snack,Monday,Ramachandra Nagar,Street Food
Male,45-54,Divorced,Upper-Middle,Breakfast,Tuesday,Auto Nagar,North Indian
Female,18-24,Married,Upper-Middle,Snack,Monday,Ramachandra Nagar,North Indian
Female,18-24,Single,Low,Dinner,Wednesday,MG Road,Chinese
Other,45-54,Widowed,Upper-Middle,Late Night,Wednesday,One Town,Street Food
Male,18-24,Divorced,High,Breakfast,Thursday,Poranki,Bakery
Female,18-24,Married,Middle,Snack,Wednesday,Poranki,Bakery
Other,25-34,Divorced,Low,Late Night,Saturday,Benz Circle,Fast Food
Female,45-54,Widowed,Upper-Middle,Breakfast,Saturday,Poranki,South Indian
Other,18-24,Widowed,Low,Snack,Monday,MG Road,Bakery
Female,45-54,Divorced,High,Late Night,Monday,One Town,Bakery
Male,45-54,Married,Upper-Middle,Lunch,Tuesday,Ramachandra Nagar,North Indian
Other,25-34,Single,High,Late Night,Tuesday,Benz Circle,Fast Food
Other,45-54,Widowed,Upper-Middle,Dinner,Saturday,Gunadala,South Indian
Female,55-64,Single,Upper-Middle,Breakfast,Saturday,Governorpet,South Indian
Female,18-24,Single,Middle,Late Night,Tuesday,Governorpet,Fast Food
Male,25-34,Divorced,Upper-Middle,Lunch,Monday,Patamata,Biryani
Female,18-24,Married,Low,Breakfast,Sunday,Gunadala,South Indian
Other,25-34,Widowed,Middle,Snack,Sunday,Auto Nagar,Street Food
Male,45-54,Married,Middle,Lunch,Monday,Poranki,Bakery
Male,55-64,Married,High,Lunch,Saturday,Patamata,Continental
Female,35-44,Single,Upper-Middle,Lunch,Tuesday,Poranki,Bakery
Other,55-64,Single,High,Dinner,Saturday,MG Road,Chinese
Male,18-24,Single,Middle,Late Night,Sunday,Ramachandra Nagar,North Indian
Male,35-44,Single,Low,Dinner,Tuesday,Bhavanipuram,Biryani
Female,45-54,Widowed,Middle,Lunch,Tuesday,Bhavanipuram,Biryani
Male,55-64,Widowed,Low,Breakfast,Tuesday,Governorpet,South Indian
Female,18-24,Widowed,High,Dinner,Sunday,Governorpet,South Indian
Female,55-64,Married,Middle,Dinner,Monday,Poranki,Bakery
Female,18-24,Single,Low,Lunch,Monday,Ramachandra Nagar,North Indian
Male,45-54,Widowed,Upper-Middle,Breakfast,Monday,Bhavanipuram,Chinese
Male,25-34,Widowed,High,Late Night,Wednesday,Governorpet,Fast Food
Male,45-54,Married,Low,Lunch,Friday,Gunadala,South Indian
Male,55-64,Divorced,Upper-Middle,Lunch,Thursday,Poranki,Bakery
Female,25-34,Single,Low,Snack,Friday,Gunadala,South Indian
Female,45-54,Widowed,Middle,Lunch,Monday,Bhavanipuram,Biryani
Male,25-34,Widowed,Low,Lunch,Sunday,One Town,Street Food
Female,25-34,Single,Upper-Middle,Lunch,Friday,Poranki,Bakery
Other,55-64,Married,Low,Late Night,Monday,One Town,Street Food
Other,55-64,Widowed,Low,Dinner,Friday,MG Road,Biryani
Male,55-64,Divorced,Middle,Breakfast,Saturday,Auto Nagar,Biryani
Female,35-44,Divorced,Middle,Snack,Friday,Benz Circle,Fast Food
Other,25-34,Single,Middle,Late Night,Saturday,Gunadala,Chinese
Male,25-34,Single,Middle,Dinner,Thursday,Governorpet,South Indian
Female,18-24,Widowed,Upper-Middle,Lunch,Sunday,Poranki,Biryani
Other,35-44,Divorced,Upper-Middle,Lunch,Saturday,MG Road,Chinese
Male,18-24,Single,Middle,Breakfast,Saturday,Auto Nagar,Biryani
Male,25-34,Married,High,Snack,Sunday,Patamata,Street Food
Other,35-44,Single,Low,Dinner,Wednesday,Poranki,North Indian
Female,45-54,Single,High,Dinner,Saturday,Patamata,Biryani
Male,35-44,Widowed,Low,Lunch,Friday,Governorpet,South Indian
Female,45-54,Divorced,High,Lunch,Monday,Governorpet,Biryani
Male,45-54,Divorced,Middle,Snack,Sunday,Benz Circle,Fast Food
Male,35-44,Divorced,Middle,Late Night,Friday,Gunadala,South Indian
Male,25-34,Divorced,Upper-Middle,Snack,Monday,Patamata,Continental
Female,35-44,Single,Middle,Breakfast,Tuesday,MG Road,South Indian
Male,18-24,Divorced,Low,Breakfast,Thursday,Gunadala,South Indian
Female,18-24,Widowed,High,Breakfast,Wednesday,Benz Circle,South Indian
Male,55-64,Divorced,Middle,Snack,Thursday,Governorpet,South Indian
Other,55-64,Married,High,Lunch,Saturday,Poranki,South Indian
Other,25-34,Single,Upper-Middle,Late Night,Wednesday,Benz Circle,Fast Food
Other,45-54,Single,High,Breakfast,Wednesday,Ramachandra Nagar,South Indian
Female,55-64,Single,High,Late Night,Wednesday,Governorpet,Fast Food
Female,45-54,Married,Upper-Middle,Lunch,Wednesday,Ramachandra Nagar,North Indian
Male,18-24,Widowed,Low,Lunch,Tuesday,MG Road,Chinese
Female,45-54,Widowed,Upper-Middle,Late Night,Thursday,Ramachandra Nagar,Fast Food
Other,25-34,Widowed,Upper-Middle,Snack,Sunday,Benz Circle,Fast Food
Male,35-44,Widowed,Middle,Breakfast,Monday,One Town,South Indian
Male,55-64,Single,Upper-Middle,Breakfast,Monday,Governorpet,South Indian
Other,45-54,Married,Low,Late Night,Sunday,Bhavanipuram,Fast Food
Female,18-24,Single,Low,Breakfast,Saturday,Poranki,Bakery
Female,45-54,Divorced,High,Late Night,Thursday,Gunadala,Fast Food
Male,55-64,Single,Middle,Breakfast,Saturday,Gunadala,South Indian
Other,55-64,Single,Middle,Late Night,Sunday,Benz Circle,Fast Food
Other,45-54,Married,Middle,Lunch,Tuesday,Ramachandra Nagar,North Indian
Female,18-24,Married,Middle,Late Night,Tuesday,Auto Nagar,Fast Food
Male,35-44,Single,Upper-Middle,Dinner,Tuesday,Auto Nagar,Biryani
Other,18-24,Married,Low,Breakfast,Sunday,Benz Circle,South Indian
Male,55-64,Widowed,Upper-Middle,Dinner,Wednesday,Bhavanipuram,Biryani
Female,18-24,Widowed,Middle,Dinner,Sunday,Gunadala,Biryani
Female,35-44,Single,Upper-Middle,Late Night,Monday,Benz Circle,Fast Food
Other,25-34,Widowed,Middle,Snack,Monday,Bhavanipuram,Street Food
Male,18-24,Single,Upper-Middle,Late Night,Friday,Ramachandra Nagar,North Indian
Male,35-44,Married,Upper-Middle,Late Night,Monday,MG Road,Chinese
Female,18-24,Divorced,Upper-Middle,Lunch,Thursday,Auto Nagar,Biryani
Other,25-34,Divorced,Upper-Middle,Dinner,Thursday,Patamata,Street Food
Female,35-44,Single,Middle,Dinner,Wednesday,Ramachandra Nagar,North Indian
Female,55-64,Married,Middle,Snack,Monday,Bhavanipuram,Street Food
Female,35-44,Married,Middle,Lunch,Wednesday,Auto Nagar,Biryani
Other,18-24,Married,Low,Breakfast,Thursday,Ramachandra Nagar,North Indian
Male,25-34,Married,Low,Lunch,Wednesday,MG Road,Fast Food
Male,45-54,Married,Upper-Middle,Snack,Wednesday,MG Road,Continental
Male,18-24,Single,Upper-Middle,Snack,Wednesday,Patamata,Fast Food
Female,35-44,Single,High,Snack,Friday,Auto Nagar,Street Food
Female,18-24,Single,Upper-Middle,Lunch,Friday,Gunadala,South Indian
Male,35-44,Widowed,Middle,Lunch,Sunday,Benz Circle,Fast Food
Other,55-64,Single,Middle,Snack,Saturday,Auto Nagar,Bakery
Male,35-44,Widowed,High,Late Night,Tuesday,One Town,Street Food
Other,45-54,Single,Low,Dinner,Thursday,Gunadala,Biryani
Male,35-44,Divorced,Upper-Middle,Dinner,Friday,Ramachandra Nagar,Biryani
Other,25-34,Widowed,Middle,Breakfast,Wednesday,Gunadala,South Indian
Female,25-34,Divorced,Middle,Snack,Tuesday,Poranki,Street Food
Male,45-54,Divorced,Low,Dinner,Tuesday,Governorpet,South Indian
Other,55-64,Married,Low,Late Night,Wednesday,Poranki,Fast Food
Other,35-44,Married,Middle,Dinner,Saturday,Gunadala,South Indian
Male,55-64,Single,High,Dinner,Sunday,One Town,Street Food
Male,55-64,Single,Upper-Middle,Lunch,Thursday,Benz Circle,Biryani
Male,35-44,Divorced,Middle,Lunch,Saturday,Gunadala,South Indian
Female,55-64,Widowed,Upper-Middle,Breakfast,Friday,One Town,South Indian
Male,35-44,Divorced,Upper-Middle,Late Night,Monday,Auto Nagar,Biryani
Female,18-24,Single,Upper-Middle,Late Night,Tuesday,One Town,Biryani
Other,55-64,Single,Low,Dinner,Thursday,MG Road,Chinese
Male,18-24,Married,High,Breakfast,Friday,Patamata,Continental
Other,45-54,Widowed,Low,Late Night,Saturday,One Town,Street Food
Female,55-64,Single,High,Dinner,Tuesday,Bhavanipuram,Biryani
Other,55-64,Married,Upper-Middle,Snack,Sunday,Auto Nagar,Street Food
Other,55-64,Widowed,Low,Late Night,Sunday,Ramachandra Nagar,North Indian
Other,35-44,Single,High,Late Night,Wednesday,Gunadala,South Indian
Other,18-24,Single,Middle,Snack,Tuesday,Poranki,Bakery
Male,18-24,Married,Upper-Middle,Snack,Friday,Poranki,Bakery
Other,18-24,Single,Middle,Breakfast,Wednesday,Ramachandra Nagar,North Indian
Male,55-64,Married,Low,Late Night,Saturday,MG Road,Bakery
Female,45-54,Married,Middle,Late Night,Saturday,Governorpet,South Indian
Male,18-24,Widowed,Middle,Late Night,Wednesday,Poranki,Bakery
Male,45-54,Married,Upper-Middle,Dinner,Saturday,Patamata,Continental
Other,45-54,Single,High,Lunch,Wednesday,Patamata,Biryani
Female,35-44,Single,Low,Breakfast,Tuesday,Gunadala,South Indian
Male,45-54,Married,Upper-Middle,Dinner,Wednesday,Patamata,Biryani
Male,25-34,Single,Middle,Lunch,Thursday,MG Road,Chinese
Male,45-54,Widowed,Upper-Middle,Late Night,Saturday,Auto Nagar,Biryani
Male,45-54,Divorced,High,Breakfast,Sunday,Auto Nagar,South Indian
Other,25-34,Married,Low,Snack,Friday,Patamata,Continental
Female,18-24,Single,Low,Breakfast,Sunday,Governorpet,South Indian
Female,45-54,Divorced,Low,Lunch,Friday,Auto Nagar,Biryani
Other,35-44,Widowed,Upper-Middle,Lunch,Monday,Auto Nagar,Biryani
Female,25-34,Divorced,Middle,Snack,Sunday,One Town,Street Food
Other,35-44,Widowed,High,Lunch,Sunday,Governorpet,South Indian
Male,25-34,Single,Middle,Lunch,Friday,Patamata,Biryani
Female,25-34,Single,Low,Late Night,Tuesday,Gunadala,South Indian
Other,18-24,Divorced,High,Late Night,Saturday,Benz Circle,Fast Food
Other,55-64,Divorced,Low,Dinner,Friday,Benz Circle,Biryani
Female,18-24,Widowed,Low,Dinner,Monday,Gunadala,South Indian
Female,25-34,Single,Low,Late Night,Monday,Ramachandra Nagar,North Indian
Other,55-64,Single,Middle,Snack,Tuesday,Auto Nagar,Chinese
Other,18-24,Divorced,Upper-Middle,Dinner,Wednesday,Patamata,Continental
Other,55-64,Widowed,High,Lunch,Saturday,Benz Circle,Fast Food
Female,55-64,Single,Upper-Middle,Lunch,Sunday,Patamata,Continental
Female,45-54,Married,Low,Breakfast,Wednesday,Bhavanipuram,Biryani
Other,25-34,Single,High,Lunch,Friday,MG Road,Chinese
Male,18-24,Divorced,Upper-Middle,Late Night,Friday,One Town,Street Food
Female,55-64,Single,Upper-Middle,Dinner,Monday,Auto Nagar,Biryani
